,Sequence,Explanation,Prediction
57,KERNSTOR <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL data storage interrupt - 1118709955 2005.06.13 R10-M0-N1-C:J17-U11 2005-06-13-17.45.55.674418 R10-M0-N1-C:J17-U11 RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*>,,0
58,- <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*>,,0
59,- <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> 2005.06.13 <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
60,- <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
61,- <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> - <*> <*> <*> <*> <*> RAS KERNEL INFO generating <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
62,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8,Repeated kernel storage faults indicate severe memory corruption and system instability.,1
63,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8,,0
64,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,Repeated kernel storage faults and data storage interrupts indicate severe system instability.,1
65,- <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*>,,0
66,- <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118767283 2005.06.14 R20-M1-N3-C:J14-U01 2005-06-14-09.41.23.815131 R20-M1-N3-C:J14-U01 RAS KERNEL FATAL machine check: i-fetch......................0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0,"RAS kernel faults, machine check errors, and kernel FATALs indicate severe system inst",1
67,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL instruction address: 0x00004ed8 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118767283 2005.06.14 R20-M1-N3-C:J14-U01 2005-06-14-09.41.23.815131 R20-M1-N3-C:J14-U01 RAS KERNEL FATAL machine check: i-fetch......................0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - 1118767381 2005.06.14 R20-M0-N2-C:J13-U11 2005-06-14-09.43.01.478244 R20-M0-N2-C:J13-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
68,- <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118767283 2005.06.14 R20-M1-N3-C:J14-U01 2005-06-14-09.41.23.815131 R20-M1-N3-C:J14-U01 RAS KERNEL FATAL machine check: i-fetch......................0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - 1118767381 2005.06.14 R20-M0-N2-C:J13-U11 2005-06-14-09.43.01.478244 R20-M0-N2-C:J13-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
69,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - 1118767381 2005.06.14 R20-M0-N2-C:J13-U11 2005-06-14-09.43.01.478244 R20-M0-N2-C:J13-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*>,,0
70,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,Massive data storage interrupts and kernel faults indicate severe system instability and memory corruption.,1
71,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,Repeated kernel storage faults and data storage interrupts indicate severe system memory corruption and hardware,1
72,- <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,"RAS kernel fatal errors, RAS kernel storage faults, and machine check interrupts indicate severe",1
73,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt,,0
74,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118769530 2005.06.14 R27-M1-NA-C:J16-U11 2005-06-14-10.18.50.161104 R27-M1-NA-C:J16-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000,Repeated kernel data storage interrupts and machine check errors indicate severe hardware failure.,1
75,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118769530 2005.06.14 R27-M1-NA-C:J16-U11 2005-06-14-10.18.50.161104 R27-M1-NA-C:J16-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000,,0
76,KERNSTOR <*> <*> <*> <*> <*> RAS KERNEL FATAL data storage interrupt - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - 1118769530 2005.06.14 R27-M1-NA-C:J16-U11 2005-06-14-10.18.50.161104 R27-M1-NA-C:J16-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*>,,0
77,- 1118769530 2005.06.14 R27-M1-NA-C:J16-U11 2005-06-14-10.18.50.161104 R27-M1-NA-C:J16-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - 1118769991 2005.06.14 R26-M0-NA-C:J04-U11 2005-06-14-10.26.31.242578 R26-M0-NA-C:J04-U11 RAS KERNEL FATAL data store interrupt caused by dcbf.........0,,0
78,- <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0 - <*> <*> <*> <*> <*> RAS KERNEL FATAL <*> address: <*> - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL exception syndrome register: 0x00800000 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - 1118769991 2005.06.14 R26-M0-NA-C:J04-U11 2005-06-14-10.26.31.242578 R26-M0-NA-C:J04-U11 RAS KERNEL FATAL data store interrupt caused by dcbf.........0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL machine check: i-fetch......................0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL data store interrupt caused by dcbf.........0 - <*> 2005.06.14 <*> <*> <*> RAS KERNEL FATAL program interrupt: illegal instruction......0,,0
